,Unnamed: 0,ID_NOTICE_CN,TED_NOTICE_URL,CAE_NAME,CAE_TOWN,CAE_POSTAL_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,VALUE_EURO_FIN_1,DURATION,TAL_LOCATION_NUTS
2160,108859,201889951,ted.europa.eu/udl?uri=TED:NOTICE:89951-2018:TEXT:EN:HTML,Diputación Foral de Bizkaia,Bilbao,48008,8,General public\services,S,71340000.0,3327085.5,,ES213
2161,108870,201889957,ted.europa.eu/udl?uri=TED:NOTICE:89957-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Catarroja,Catarroja,46470,3,General public\services,S,90919000.0,3215526.0,,ES523
2162,108893,201889964,ted.europa.eu/udl?uri=TED:NOTICE:89964-2018:TEXT:EN:HTML,Dirección General de Tráfico,Madrid,28071,1,Public Order and Safety,S,60172000.0,242100.0,,ES300
2163,108972,201889997,ted.europa.eu/udl?uri=TED:NOTICE:89997-2018:TEXT:EN:HTML,"Reus Desenvolupament Economic, S. A.",Reus,43204,R,Economical anf Financial Affairs,S,90911200.0,648633.52,,ES514
2164,109018,201890026,ted.europa.eu/udl?uri=TED:NOTICE:90026-2018:TEXT:EN:HTML,Excmo. Ayuntamiento de El Viso (Córdoba),El Viso,14470,3,General public\services,S,85310000.0,1365283.2,,ES613
2165,109042,201890521,ted.europa.eu/udl?uri=TED:NOTICE:90521-2018:TEXT:EN:HTML,Dirección Provincial del Servicio Público de Empleo Estatal en Sevilla,Sevilla,41015,1,General public\services,S,79710000.0,223140.5,,ES618
2166,109065,201890550,ted.europa.eu/udl?uri=TED:NOTICE:90550-2018:TEXT:EN:HTML,"Dirección General de IBERMUTUAMUR, Mutua Colaboradora con la Seguridad Social nº 274",Madrid,28043,8,General public\services,S,79713000.0,545884.0,,ES300
2167,109067,201890552,ted.europa.eu/udl?uri=TED:NOTICE:90552-2018:TEXT:EN:HTML,Junta de Gobierno del Ajuntament de València,València,46002,3,General public\services,S,85312100.0,4113698.22,,ES523
2168,109169,201890622,ted.europa.eu/udl?uri=TED:NOTICE:90622-2018:TEXT:EN:HTML,"Viaqua, Gestión Integral de Aguas de Galicia, S. A. U.",Santiago de Compostela,15705,4,Water,U,24962000.0,3600000.0,,ES111
2169,109170,201890623,ted.europa.eu/udl?uri=TED:NOTICE:90623-2018:TEXT:EN:HTML,"Aquona, Gestión de Aguas de Castilla, S. A. U.",Valladolid,47004,4,Water,U,24962000.0,696000.0,,ES418
2170,109171,201890624,ted.europa.eu/udl?uri=TED:NOTICE:90624-2018:TEXT:EN:HTML,"Viaqua, Gestión Integral de Aguas de Galicia, S. A. U.",Santiago de Compostela,15705,4,Water,U,24962000.0,1120000.0,,ES111
2171,109185,201890631,ted.europa.eu/udl?uri=TED:NOTICE:90631-2018:TEXT:EN:HTML,Adif — Alta Velocidad,Madrid,28036,4,Railway services,U,34940000.0,20574082.59,,ES300
2174,109330,201890819,ted.europa.eu/udl?uri=TED:NOTICE:90819-2018:TEXT:EN:HTML,"Cementiris de Barcelona, S. A.",Barcelona,08038,8,"General public\services,Other",U,18222000.0,233603.83,24.0,ES511
2175,109331,201890820,ted.europa.eu/udl?uri=TED:NOTICE:90820-2018:TEXT:EN:HTML,"Aguas Municipales de Vitoria-Gasteiz, S. A.",Vitoria-Gasteiz,01012,8,Other,U,24312123.0,212000.0,24.0,ES211
2177,109336,201890825,ted.europa.eu/udl?uri=TED:NOTICE:90825-2018:TEXT:EN:HTML,Ayuntamiento de Vigo,Vigo,36202,3,General public\services,U,18100000.0,1734545.45,48.0,ES114
2179,109341,201890830,ted.europa.eu/udl?uri=TED:NOTICE:90830-2018:TEXT:EN:HTML,Hospital Universitario Fundación Alcorcón,Alcorcón,28922,8,Health,U,33731110.0,280943.0,6.0,ES300
2184,109364,201890853,ted.europa.eu/udl?uri=TED:NOTICE:90853-2018:TEXT:EN:HTML,"Servicio Madrileño de Salud, Hospital Universitario 12 de Octubre",Madrid,28041,6,Health,U,33600000.0,122040.14,12.0,ES300
2186,109371,201890932,ted.europa.eu/udl?uri=TED:NOTICE:90932-2018:TEXT:EN:HTML,Ayuntamiento de Teulada,Teulada,03725,3,"General public\services,Other",S,90611000.0,48393709.94,144.0,ES521
2188,109376,201890937,ted.europa.eu/udl?uri=TED:NOTICE:90937-2018:TEXT:EN:HTML,Diputación Provincial de Toledo,Toledo,45002,3,Other,S,72590000.0,228000.0,48.0,ES425
2192,109382,201890942,ted.europa.eu/udl?uri=TED:NOTICE:90942-2018:TEXT:EN:HTML,Diputación de Lleida,Lleida,25007,R,General public\services,S,66515000.0,,24.0,ES513
2195,109390,201890950,ted.europa.eu/udl?uri=TED:NOTICE:90950-2018:TEXT:EN:HTML,Fundación Campus Tecnológico de Algeciras,Algeciras,11202,8,"Education,Other",S,90919200.0,66115.7,,ES612
2196,109394,201890954,ted.europa.eu/udl?uri=TED:NOTICE:90954-2018:TEXT:EN:HTML,Ayuntamiento de El Boalo (Madrid),El Boalo,28413,3,General public\services,S,64200000.0,413693.14,36.0,ES300
2197,109407,201890962,ted.europa.eu/udl?uri=TED:NOTICE:90962-2018:TEXT:EN:HTML,Ayuntamiento de Roda de Berá,Roda de Berá,43883,3,General public\services,S,77311000.0,287566.62,24.0,ES514
2198,109408,201890963,ted.europa.eu/udl?uri=TED:NOTICE:90963-2018:TEXT:EN:HTML,Universidad de Vigo,Vigo,36310,6,"Education,General public\services",S,79823000.0,631055.0,24.0,ES114
2201,109484,201891119,ted.europa.eu/udl?uri=TED:NOTICE:91119-2018:TEXT:EN:HTML,The European Joint Undertaking for ITER and the Development of Fusion Energy (&quot;Fusion for Energy&quot;),Barcelona,08019,5,Other,S,38300000.0,1900000.0,,ES511
2202,109503,201891156,ted.europa.eu/udl?uri=TED:NOTICE:91156-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Gijón,Gijón,33201,3,General public\services,W,45000000.0,13454140.0,,ES120
2204,109816,201891428,ted.europa.eu/udl?uri=TED:NOTICE:91428-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Complejo Hospitalario Universitario de Granada",Granada,18014,3,Health,U,33600000.0,27076862.85,,ES614
2205,109845,201891445,ted.europa.eu/udl?uri=TED:NOTICE:91445-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Hospital Universitario Regional de Málaga",Málaga,29010,3,Health,U,33141000.0,2676123.67,,ES617
2206,109846,201891446,ted.europa.eu/udl?uri=TED:NOTICE:91446-2018:TEXT:EN:HTML,Dirección General de Tráfico,Madrid,28071,1,Public Order and Safety,U,34300000.0,858044.15,,ES300
2207,109859,201891454,ted.europa.eu/udl?uri=TED:NOTICE:91454-2018:TEXT:EN:HTML,Gerencia de Gestión Integrada de Vigo,Vigo,36211,3,Health,U,33000000.0,294240.0,,ES114
2208,110002,201891462,ted.europa.eu/udl?uri=TED:NOTICE:91462-2018:TEXT:EN:HTML,Diputación Foral de Bizkaia,Bilbao,48008,8,General public\services,U,34144211.0,600000.0,,ES213
2211,110009,201891468,ted.europa.eu/udl?uri=TED:NOTICE:91468-2018:TEXT:EN:HTML,Gerencia de Servicios Sociales de la Junta de Castilla y León,Valladolid,47006,3,General public\services,U,39100000.0,444510.29,,ES418
2212,110012,201891470,ted.europa.eu/udl?uri=TED:NOTICE:91470-2018:TEXT:EN:HTML,Universidad de Cantabria,Santander,39005,8,Education,U,38500000.0,282600.0,,ES130
2213,110139,201891514,ted.europa.eu/udl?uri=TED:NOTICE:91514-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Complejo Hospitalario Torrecárdenas",Almería,04009,3,Health,U,33141000.0,719584.46,,ES611
2216,110218,201891553,ted.europa.eu/udl?uri=TED:NOTICE:91553-2018:TEXT:EN:HTML,Dirección General de Tráfico,Madrid,28071,1,Public Order and Safety,U,9132000.0,572000.0,,ES300
2217,110444,201891585,ted.europa.eu/udl?uri=TED:NOTICE:91585-2018:TEXT:EN:HTML,"Junta de Contratación del Ministerio de Educación, Cultura y Deporte",Madrid,28004,1,Education,U,30190000.0,436104.76,,ES300
2218,110579,201891956,ted.europa.eu/udl?uri=TED:NOTICE:91956-2018:TEXT:EN:HTML,"Dirección Gerencia de Mutualia, Mutua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social número 02",Bilbao,48009,8,General public\services,S,90910000.0,3901248.79,,ES213
2219,110603,201891974,ted.europa.eu/udl?uri=TED:NOTICE:91974-2018:TEXT:EN:HTML,"Ayuntamiento de Bilbao, Dirección de Contratación",Bilbao,48001,3,General public\services,S,71356300.0,388520.0,,ES213
2220,110616,201891986,ted.europa.eu/udl?uri=TED:NOTICE:91986-2018:TEXT:EN:HTML,Presidencia de la Diputación Provincial de Palencia,Palencia,34001,3,General public\services,S,72130000.0,692443.89,,ES414
2221,110619,201891988,ted.europa.eu/udl?uri=TED:NOTICE:91988-2018:TEXT:EN:HTML,"Ayuntamiento de Bilbao, Dirección de Contratación",Bilbao,48001,3,General public\services,S,79341200.0,31289728.86,,ES213
2224,110625,201891994,ted.europa.eu/udl?uri=TED:NOTICE:91994-2018:TEXT:EN:HTML,Ajuntament de Mataró,Mataró,08301,3,General public\services,S,45262500.0,386776.86,,ES511
2225,110626,201891995,ted.europa.eu/udl?uri=TED:NOTICE:91995-2018:TEXT:EN:HTML,Junta de Gobierno del Ajuntament de Puçol,Puçol,46530,3,General public\services,S,90610000.0,1220118.49,,ES523
2226,110643,201891999,ted.europa.eu/udl?uri=TED:NOTICE:91999-2018:TEXT:EN:HTML,Ayuntamiento de Sant Andreu de la Barca,Sant Andreu de la Barca,08740,3,General public\services,S,90919000.0,3168611.38,,ES511
2227,110651,201892001,ted.europa.eu/udl?uri=TED:NOTICE:92001-2018:TEXT:EN:HTML,"Gerencia de Gestión Integrada de Ourense, Verín y O Barco de Valdeorras",Ourense,32005,R,Health,S,50312000.0,2138016.5,,ES113
2228,110657,201892004,ted.europa.eu/udl?uri=TED:NOTICE:92004-2018:TEXT:EN:HTML,"Madrid Destino, Cultura, Turismo y Negocio S. A.",Madrid,28015,8,Other,S,32321300.0,320000.0,,ES300
2230,110659,201892006,ted.europa.eu/udl?uri=TED:NOTICE:92006-2018:TEXT:EN:HTML,Consejería de Política Social,Santiago de Compostela,15781,3,Social protection,S,80110000.0,6006000.0,36.02,ES111
2234,110685,201892020,ted.europa.eu/udl?uri=TED:NOTICE:92020-2018:TEXT:EN:HTML,"Dirección de Compras de la Corporación de Radio y Televisión Española, S. A.",Pozuelo de Alarcón,28223,8,Economical anf Financial Affairs,S,63100000.0,613050.0,,ES300
2235,110688,201892022,ted.europa.eu/udl?uri=TED:NOTICE:92022-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Justicia,Madrid,28015,1,General public\services,S,50312000.0,54334842.05,,ES300
2236,110753,201892053,ted.europa.eu/udl?uri=TED:NOTICE:92053-2018:TEXT:EN:HTML,Ayuntamiento de Bilbao. Dirección de Contratación,Bilbao,48001,3,General public\services,S,71335000.0,495867.76,,ES213
2237,110812,201892083,ted.europa.eu/udl?uri=TED:NOTICE:92083-2018:TEXT:EN:HTML,Pleno del Ayuntamiento de Fuente Álamo de Murcia,Fuente Álamo de Murcia,30320,3,General public\services,S,77310000.0,1164497.4,,ES620
2238,110813,201892084,ted.europa.eu/udl?uri=TED:NOTICE:92084-2018:TEXT:EN:HTML,"Eusko Jaurlaritza — Gobierno Vasco, Dirección de Patrimonio y Contratación",Vitoria-Gasteiz,01010,3,Other,S,90910000.0,5522000.0,,ES211
2239,110838,201892100,ted.europa.eu/udl?uri=TED:NOTICE:92100-2018:TEXT:EN:HTML,Presidencia de la Diputación Provincial de Valencia,Valencia,46003,3,General public\services,S,50324100.0,770000.0,,ES523
2240,110872,201892117,ted.europa.eu/udl?uri=TED:NOTICE:92117-2018:TEXT:EN:HTML,"Junta de Contratación del Ministerio de Economía, Industria y Competitividad",Madrid,28046,1,Economical anf Financial Affairs,S,72250000.0,5533884.29,,ES300
2242,110891,201892129,ted.europa.eu/udl?uri=TED:NOTICE:92129-2018:TEXT:EN:HTML,Mancomunidad de San Marcos,Donostia/San Sebastián,,3,Environment,S,90531000.0,8370380.0,,ES212
2243,110913,201892143,ted.europa.eu/udl?uri=TED:NOTICE:92143-2018:TEXT:EN:HTML,"Junta de Contratación del Ministerio de Economía, Industria y Competitividad",Madrid,28046,1,Economical anf Financial Affairs,S,50332000.0,363928.54,,ES300
2244,110939,201892149,ted.europa.eu/udl?uri=TED:NOTICE:92149-2018:TEXT:EN:HTML,"Empresa Municipal de Aguas de Cádiz, S. A.",Cádiz,11009,6,Other,S,50000000.0,792052.32,,ES612
2245,110948,201892158,ted.europa.eu/udl?uri=TED:NOTICE:92158-2018:TEXT:EN:HTML,Consejo Rector del Servicio Provincial de Gestión y Recaudación,Jaén,23071,3,General public\services,S,72000000.0,4494300.0,,ES616
2246,110959,201892164,ted.europa.eu/udl?uri=TED:NOTICE:92164-2018:TEXT:EN:HTML,Presidencia de la Diputación Provincial de Valencia,Valencia,46003,3,General public\services,S,71314300.0,798347.11,,ES523
2249,111078,201892188,ted.europa.eu/udl?uri=TED:NOTICE:92188-2018:TEXT:EN:HTML,Ayuntamiento de Lugo,Lugo,27002,3,General public\services,S,75130000.0,3794967.56,,ES112
2250,111205,201892640,ted.europa.eu/udl?uri=TED:NOTICE:92640-2018:TEXT:EN:HTML,Dirección del Instituto de Estudios Fiscales,Madrid,28035,1,Economical anf Financial Affairs,S,98000000.0,306000.0,,ES300
2251,111206,201892641,ted.europa.eu/udl?uri=TED:NOTICE:92641-2018:TEXT:EN:HTML,Delegación del Gobierno en Andalucía,Sevilla,41013,1,General public\services,S,79713000.0,652239.0,,ES618
2252,111207,201892642,ted.europa.eu/udl?uri=TED:NOTICE:92642-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Valdoviño,Valdoviño,15552,3,General public\services,S,85312000.0,4574964.0,,ES111
2254,111303,201892715,ted.europa.eu/udl?uri=TED:NOTICE:92715-2018:TEXT:EN:HTML,"Renfe Fabricación y Mantenimiento Sociedad Mercantil Estatal, S. A. — G. Área de Control de Gestión y Compras",Madrid,28034,4,Railway services,U,48000000.0,2100000.0,,ES300
2255,111312,201892722,ted.europa.eu/udl?uri=TED:NOTICE:92722-2018:TEXT:EN:HTML,Adif — Alta Velocidad,Madrid,28036,4,Railway services,U,34947100.0,10446147.48,,ES300
2256,111449,201892847,ted.europa.eu/udl?uri=TED:NOTICE:92847-2018:TEXT:EN:HTML,Pleno del Consell Insular de Menorca,Maó,07703,3,General public\services,S,71631200.0,,,ES533
2258,111456,201892914,ted.europa.eu/udl?uri=TED:NOTICE:92914-2018:TEXT:EN:HTML,Consorcio Hospitalario Provincial de Castellón,Castellón,12002,3,General public\services,U,33696000.0,464666.52,24.0,ES522
2263,111465,201892923,ted.europa.eu/udl?uri=TED:NOTICE:92923-2018:TEXT:EN:HTML,Ayuntamiento de L'Alfàs del Pi,L'Alfàs del Pi,03580,3,General public\services,U,34100000.0,265872.0,48.0,ES521
2269,111490,201893018,ted.europa.eu/udl?uri=TED:NOTICE:93018-2018:TEXT:EN:HTML,Institut Català de la Salut. Hospital Universitari Vall d'Hebron,Barcelona,08035,6,Health,S,98312100.0,1300000.0,8.0,ES511
2271,111492,201893020,ted.europa.eu/udl?uri=TED:NOTICE:93020-2018:TEXT:EN:HTML,Agencia Pública Empresarial Sanitaria Costa del Sol,Marbella,29603,3,Health,S,50323000.0,273437.68,48.0,ES617
2273,111495,201893023,ted.europa.eu/udl?uri=TED:NOTICE:93023-2018:TEXT:EN:HTML,Ayuntamiento de Castelldefels,Castelldefels,08860,3,General public\services,S,90911200.0,9828100.27,24.0,ES511
2275,111497,201893025,ted.europa.eu/udl?uri=TED:NOTICE:93025-2018:TEXT:EN:HTML,Instituto para la Competitividad Empresarial de Castilla y León,Arroyo de la Encomienda,47195,3,General public\services,S,71240000.0,450000.0,11.0,ES411
2279,111512,201893100,ted.europa.eu/udl?uri=TED:NOTICE:93100-2018:TEXT:EN:HTML,Entidad Publica Portos de Galicia,Santiago de Compostela,15707,4,Port-related activities,W,45244000.0,5996221.33,16.0,ES111
2280,111513,201893104,ted.europa.eu/udl?uri=TED:NOTICE:93104-2018:TEXT:EN:HTML,Autoridad Portuaria de Melilla,Melilla,52001,4,Port-related activities,U,9310000.0,1166373.7,12.0,ES640
2281,111514,201893105,ted.europa.eu/udl?uri=TED:NOTICE:93105-2018:TEXT:EN:HTML,"Aguas de Valencia, S. A.",Valencia,46005,4,Water,U,31410000.0,893323.2,36.0,ES523
2283,111583,201893233,ted.europa.eu/udl?uri=TED:NOTICE:93233-2018:TEXT:EN:HTML,Ayuntamiento de Madrid. Área de Gobierno de Desarrollo Urbano Sostenible,Madrid,28042,3,General public\services,W,45233252.0,108815427.0,,ES300
2284,111762,201893497,ted.europa.eu/udl?uri=TED:NOTICE:93497-2018:TEXT:EN:HTML,Hospital Clínic de Barcelona,Barcelona,08036,6,Health,U,33912000.0,482704.0,,ES511
2285,111799,201893507,ted.europa.eu/udl?uri=TED:NOTICE:93507-2018:TEXT:EN:HTML,Dirección General de Recursos Económicos del Servicio Canario de la Salud,Las Palmas de Gran Canaria,35004,3,Health,U,33151000.0,1107000.0,,ES705
2286,111827,201893514,ted.europa.eu/udl?uri=TED:NOTICE:93514-2018:TEXT:EN:HTML,Hospital Universitario Nuestra Señora de Candelaria,Santa Cruz de Tenerife,38010,3,Health,U,33692000.0,262080.0,,ES709
2288,111844,201893519,ted.europa.eu/udl?uri=TED:NOTICE:93519-2018:TEXT:EN:HTML,"Empresa de Transformación Agraria S. A., S. M. E., M. P., (TRAGSA)",Madrid,28006,8,Environment,U,30163100.0,2200000.0,,ES300
2289,111854,201893522,ted.europa.eu/udl?uri=TED:NOTICE:93522-2018:TEXT:EN:HTML,Fundación Centro de Estudios de Física del Cosmos de Aragón,Teruel,44001,8,Other,U,44212320.0,236000.0,,ES242
2291,111953,201893544,ted.europa.eu/udl?uri=TED:NOTICE:93544-2018:TEXT:EN:HTML,"Consejería de Agricultura, Medio Ambiente y Desarrollo Rural de la Junta de Comunidades de Castilla-La Mancha",Toledo,45071,3,General public\services,U,18234000.0,518846.0,,ES425
2293,111957,201893546,ted.europa.eu/udl?uri=TED:NOTICE:93546-2018:TEXT:EN:HTML,Ayuntamiento de Hellín (Albacete),Hellín,02400,3,General public\services,U,34928500.0,5237921.7,,ES421
2294,111960,201893549,ted.europa.eu/udl?uri=TED:NOTICE:93549-2018:TEXT:EN:HTML,Hospital Universitario Infanta Leonor,Madrid,28031,R,Health,U,33194110.0,538494.0,,ES300
2296,111981,201893551,ted.europa.eu/udl?uri=TED:NOTICE:93551-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de Santoña,Santoña,39740,3,General public\services,U,31154000.0,726904.38,,ES130
2298,112185,201893618,ted.europa.eu/udl?uri=TED:NOTICE:93618-2018:TEXT:EN:HTML,"Servicio Madrileño de Salud, Hospital Universitario Ramón y Cajal",Madrid,Madrid 28034,6,Health,U,33141210.0,381443.31,,ES300
2299,112200,201893626,ted.europa.eu/udl?uri=TED:NOTICE:93626-2018:TEXT:EN:HTML,Consorci Mar Parc de Salut de Barcelona,Barcelona,08003,3,Health,U,33183100.0,1605313.2,,ES511
2301,112357,201893656,ted.europa.eu/udl?uri=TED:NOTICE:93656-2018:TEXT:EN:HTML,Hospital Clínic de Barcelona,Barcelona,08036,6,Health,U,33696500.0,304809.12,,ES511
2302,112716,201893688,ted.europa.eu/udl?uri=TED:NOTICE:93688-2018:TEXT:EN:HTML,Rectorado de la Universidad Miguel Hernández de Elche,Elche,03202,6,Education,U,30213000.0,295867.77,,ES521
2303,112743,201894016,ted.europa.eu/udl?uri=TED:NOTICE:94016-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Utrera,Utrera,41710,3,General public\services,S,50230000.0,561983.47,,ES618
2304,112746,201894019,ted.europa.eu/udl?uri=TED:NOTICE:94019-2018:TEXT:EN:HTML,Ajuntament de Calonge,Calonge,17251,R,Other,S,90511300.0,17520712.45,,ES512
2305,112751,201894023,ted.europa.eu/udl?uri=TED:NOTICE:94023-2018:TEXT:EN:HTML,Presidencia de la Confederación Hidrográfica del Cantábrico,Oviedo,33071,1,Environment,S,71354400.0,201138.75,,ES120
2306,112753,201894025,ted.europa.eu/udl?uri=TED:NOTICE:94025-2018:TEXT:EN:HTML,Junta de Gobierno del Ajuntament de València,Valencia,46002,3,General public\services,S,79420000.0,444297.54,,ES523
2307,112759,201894031,ted.europa.eu/udl?uri=TED:NOTICE:94031-2018:TEXT:EN:HTML,S. G. de Planificación Ferroviaria,Madrid,28036,1,General public\services,S,71311000.0,800000.0,,ES300
2308,112761,201894033,ted.europa.eu/udl?uri=TED:NOTICE:94033-2018:TEXT:EN:HTML,Servicio Murciano de Salud,Murcia,30100,6,Health,S,55322000.0,8924085.38,,ES620
2309,112762,201894034,ted.europa.eu/udl?uri=TED:NOTICE:94034-2018:TEXT:EN:HTML,Junta de Gobierno del Consorcio de Aguas y Residuos de la Rioja,Logroño,26071,3,Environment,S,71620000.0,700000.0,,ES230
2310,112764,201894036,ted.europa.eu/udl?uri=TED:NOTICE:94036-2018:TEXT:EN:HTML,Delegación Especial de la Agencia Estatal de Administración Tributaria en Murcia,Murcia,30005,1,Economical anf Financial Affairs,S,90919200.0,367615.56,,ES620
2311,112766,201894038,ted.europa.eu/udl?uri=TED:NOTICE:94038-2018:TEXT:EN:HTML,Servicio Murciano de Salud,Murcia,30100,3,Health,S,79500000.0,450000.0,,ES620
2312,112777,201894042,ted.europa.eu/udl?uri=TED:NOTICE:94042-2018:TEXT:EN:HTML,Dirección de Compras de la Corporación de Radio y Televisión Española S. A.,Pozuelo de Alarcón,28223,8,Economical anf Financial Affairs,S,72500000.0,636900.0,,ES300
2315,112784,201894049,ted.europa.eu/udl?uri=TED:NOTICE:94049-2018:TEXT:EN:HTML,Hospital Clínic de Barcelona,Barcelona,08036,6,Health,S,90910000.0,11991526.2,,ES511
2316,112788,201894053,ted.europa.eu/udl?uri=TED:NOTICE:94053-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos de la Guardia Civil,Madrid,28003,1,Public Order and Safety,S,66512100.0,2122438.5,,ES300
2317,112789,201894054,ted.europa.eu/udl?uri=TED:NOTICE:94054-2018:TEXT:EN:HTML,Puertos Canarios,Las Palmas de Gran Canaria,35003,8,General public\services,S,75240000.0,10000000.0,,ES705
2319,112805,201894060,ted.europa.eu/udl?uri=TED:NOTICE:94060-2018:TEXT:EN:HTML,"Ayuntamiento de Bilbao, Dirección de Contratación---Ayuntamiento de Bilbao, Dirección de Contratación",Bilbao---Bilbao,48001---48001,3,General public\services,S,64121200.0,441322.3,,ES213
2320,112807,201894061,ted.europa.eu/udl?uri=TED:NOTICE:94061-2018:TEXT:EN:HTML,Ayuntamiento de L&apos;Ampolla,L&apos;Ampolla,43895,3,General public\services,S,90911200.0,527387.23,,ES514
2321,112821,201894066,ted.europa.eu/udl?uri=TED:NOTICE:94066-2018:TEXT:EN:HTML,Ajuntament d&apos;Anglès,Anglès,17160,3,General public\services,S,90919200.0,1062487.53,,ES512
2325,112877,201894089,ted.europa.eu/udl?uri=TED:NOTICE:94089-2018:TEXT:EN:HTML,Presidencia de la Confederación Hidrográfica del Júcar,Valencia,46010,1,Environment,S,71354400.0,494851.12,,ES523
2326,112882,201894093,ted.europa.eu/udl?uri=TED:NOTICE:94093-2018:TEXT:EN:HTML,Ayuntamiento de Montgat,Montgat,08390,R,General public\services,S,77311000.0,2248620.0,,ES511
2327,112884,201894094,ted.europa.eu/udl?uri=TED:NOTICE:94094-2018:TEXT:EN:HTML,Presidencia de la Confederación Hidrográfica del Ebro,Zaragoza,50071,1,Environment,S,71311100.0,706946.28,,ES243
2328,112885,201894095,ted.europa.eu/udl?uri=TED:NOTICE:94095-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Justicia,Madrid,28015,1,General public\services,S,72000000.0,1818179.7,,ES300
2329,112886,201894096,ted.europa.eu/udl?uri=TED:NOTICE:94096-2018:TEXT:EN:HTML,Ayuntamiento de Castro de Rei,Castro de Rei,27250,3,General public\services,S,85312400.0,1528632.0,,ES112
2330,112887,201894097,ted.europa.eu/udl?uri=TED:NOTICE:94097-2018:TEXT:EN:HTML,Ajuntament de Sabadell,Sabadell,08203,3,General public\services,S,90511000.0,465921.06,,ES511
2331,112888,201894098,ted.europa.eu/udl?uri=TED:NOTICE:94098-2018:TEXT:EN:HTML,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música,Madrid,28004,1,Education,S,79800000.0,1152294.0,,ES300
2332,112935,201894126,ted.europa.eu/udl?uri=TED:NOTICE:94126-2018:TEXT:EN:HTML,Excmo. Ayuntamiento de Santa Cruz de Tenerife,Santa Cruz de Tenerife,38010,3,General public\services,S,79421000.0,930000.0,,ES709
2334,113083,201894175,ted.europa.eu/udl?uri=TED:NOTICE:94175-2018:TEXT:EN:HTML,Mesa de la Asamblea de Madrid,Madrid,28018,3,General public\services,S,64212000.0,800000.0,,ES300
2336,113092,201894182,ted.europa.eu/udl?uri=TED:NOTICE:94182-2018:TEXT:EN:HTML,Ayuntamiento de la Anteiglesia de Abadiño,Abadiño,48220,3,General public\services,S,90919000.0,2696972.8,,ES213
2338,113314,201894241,ted.europa.eu/udl?uri=TED:NOTICE:94241-2018:TEXT:EN:HTML,Gerencia de Gestión Integrada de Vigo,Vigo,36211,3,Health,S,90911200.0,329304.44,,ES114
2339,113358,201894250,ted.europa.eu/udl?uri=TED:NOTICE:94250-2018:TEXT:EN:HTML,Dirección Provincial del Servicio Público de Empleo Estatal en Ciudad Real,Ciudad Real,13004,1,General public\services,S,90910000.0,158000.0,,ES422
2340,113365,201894257,ted.europa.eu/udl?uri=TED:NOTICE:94257-2018:TEXT:EN:HTML,Ajuntament de Ciutadella de Menorca,Ciutadella de Menorca,07760,3,General public\services,S,90512000.0,948600.0,,ES533
2342,113437,201894291,ted.europa.eu/udl?uri=TED:NOTICE:94291-2018:TEXT:EN:HTML,"Empresa Municipal de Aguas de Cádiz, S. A.",Cádiz,11009,6,Other,S,90400000.0,10664480.0,,ES612
2346,113455,201894301,ted.europa.eu/udl?uri=TED:NOTICE:94301-2018:TEXT:EN:HTML,"Gerencia de Mutua Navarra, Mutua de Accidentes de Trabajo y Enfermedades Profesionales de la Seguridad Social 21",Pamplona,31012,6,General public\services,S,72200000.0,379500.0,,ES220
2347,113463,201894304,ted.europa.eu/udl?uri=TED:NOTICE:94304-2018:TEXT:EN:HTML,Ayuntamiento de Lugo,Lugo,27002,3,General public\services,S,50200000.0,232500.0,,ES112
2349,113486,201894654,ted.europa.eu/udl?uri=TED:NOTICE:94654-2018:TEXT:EN:HTML,Junta Rectora de la Fundación Municipal de Servicios Sociales del Ayuntamiento de Gijón,Gijón,33206,3,Social protection,S,85100000.0,2411640.0,,ES120
2350,113487,201894655,ted.europa.eu/udl?uri=TED:NOTICE:94655-2018:TEXT:EN:HTML,Dirección Gerencia del Hospital Nacional de Parapléjicos,Toledo,45071,3,General public\services,S,55322000.0,1520366.94,,ES425
2351,113488,201894657,ted.europa.eu/udl?uri=TED:NOTICE:94657-2018:TEXT:EN:HTML,"Diputación de Barcelona, Gabinete de Prevención y Seguridad",Barcelona,08036,3,General public\services,S,79714000.0,9623047.28,,ES511
2352,113500,201894666,ted.europa.eu/udl?uri=TED:NOTICE:94666-2018:TEXT:EN:HTML,Gerencia del Museo Nacional Centro de Arte Reina Sofía,Madrid,28012,1,Education,S,79956000.0,450000.0,,ES300
