,Unnamed: 0,ID_NOTICE_CN,TED_NOTICE_URL,CAE_NAME,CAE_TOWN,CAE_POSTAL_CODE,CAE_TYPE,MAIN_ACTIVITY,TYPE_OF_CONTRACT,CPV,VALUE_EURO_FIN_1,DURATION,TAL_LOCATION_NUTS
8252,497455,2018378826,ted.europa.eu/udl?uri=TED:NOTICE:378826-2018:TEXT:EN:HTML,Ayuntamiento de Lasarte-Oria,Lasarte-Oria (Gipuzkoa),,3,Social protection,S,85312000.0,1900982.48,,ES212
8253,497537,2018379249,ted.europa.eu/udl?uri=TED:NOTICE:379249-2018:TEXT:EN:HTML,"Consejería de Universidades e Investigación, Medio Ambiente y Política Social",Santander,39003,3,General public\services,S,80000000.0,150240.0,,ES130
8256,497772,2018379465,ted.europa.eu/udl?uri=TED:NOTICE:379465-2018:TEXT:EN:HTML,"Servicio Madrileño de Salud, Hospital Central de la Cruz Roja San José y Santa Adela",Madrid,28003,3,Health,U,33115100.0,603240.0,1.48,ES300
8258,497782,2018379504,ted.europa.eu/udl?uri=TED:NOTICE:379504-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Madrid,28071,1,Defence,U,35330000.0,1524826.45,1.94,ES300
8259,497793,2018379523,ted.europa.eu/udl?uri=TED:NOTICE:379523-2018:TEXT:EN:HTML,"BASE — Gestió d'Ingressos, Organismo Autónomo de la Diputación de Tarragona",Tarragona,43001,R,General public\services,S,50312000.0,251298.77,24.0,ES514
8260,497794,2018379524,ted.europa.eu/udl?uri=TED:NOTICE:379524-2018:TEXT:EN:HTML,"Servicio Madrileño de Salud, Hospital Universitario 12 de Octubre",Madrid,28041,6,Health,S,90911200.0,5765212.55,2.0,ES300
8261,497796,2018379526,ted.europa.eu/udl?uri=TED:NOTICE:379526-2018:TEXT:EN:HTML,Ayuntamiento de Pamplona,Pamplona,31001,3,General public\services,S,66510000.0,2365000.0,12.0,ES220
8263,497801,2018379531,ted.europa.eu/udl?uri=TED:NOTICE:379531-2018:TEXT:EN:HTML,Ayuntamiento de Santiago de Compostela,Santiago de Compostela,15705,3,General public\services,S,50230000.0,4749999.86,24.0,ES111
8264,497812,2018379583,ted.europa.eu/udl?uri=TED:NOTICE:379583-2018:TEXT:EN:HTML,Ferrocarrils de la Generalitat Valenciana,Valencia,46014,4,"Railway services,Urban railway, tramway, trolleybus or bus services",S,79342320.0,720000.0,12.0,ES523
8266,498018,2018379920,ted.europa.eu/udl?uri=TED:NOTICE:379920-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,U,18143000.0,1073810.55,6.41,ES300
8267,498393,2018380001,ted.europa.eu/udl?uri=TED:NOTICE:380001-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Hospital Universitario Regional de Málaga",Málaga,29010,3,Health,U,33141000.0,2668769.97,,ES617
8268,498394,2018380002,ted.europa.eu/udl?uri=TED:NOTICE:380002-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,U,34921200.0,2314049.6,,ES300
8270,498574,2018380042,ted.europa.eu/udl?uri=TED:NOTICE:380042-2018:TEXT:EN:HTML,Institut Català de la Salut---Institut Català de la Salut,Barcelona---Barcelona,08007---08007,6,Health,U,33696500.0,299836.0,,ES511
8271,498650,2018380067,ted.europa.eu/udl?uri=TED:NOTICE:380067-2018:TEXT:EN:HTML,"Gerencia Asistencial de Atención Primaria, Servicio Madrileño de Salud",Madrid,28035,3,Health,U,33120000.0,392560.0,,ES300
8272,498701,2018380071,ted.europa.eu/udl?uri=TED:NOTICE:380071-2018:TEXT:EN:HTML,Dirección de Adquisiciones del Mando de Apoyo Logístico del Ejército del Aire,Madrid,28071,1,Defence,U,34730000.0,2040000.0,12.34,ES300
8273,498713,2018380076,ted.europa.eu/udl?uri=TED:NOTICE:380076-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Hospital Universitario Regional de Málaga",Málaga,29010,3,Health,U,33184100.0,3668471.4,,ES617
8274,499178,2018380107,ted.europa.eu/udl?uri=TED:NOTICE:380107-2018:TEXT:EN:HTML,Consorci Corporació Sanitària Parc Taulí,Sabadell,08208,6,Health,U,33141310.0,818477.38,,ES511
8275,499186,2018380113,ted.europa.eu/udl?uri=TED:NOTICE:380113-2018:TEXT:EN:HTML,"Consorci Corporació Sanitària Parc Taulí, Oficina de Contratación",Sabadell,08208,6,Health,U,24111500.0,3126749.58,,ES511
8277,499203,2018380121,ted.europa.eu/udl?uri=TED:NOTICE:380121-2018:TEXT:EN:HTML,"Servicio Andaluz de Salud, Área Hospitalaria Virgen del Rocío",Sevilla,41013,3,Health,U,33600000.0,6692768.16,,ES618
8278,499266,2018380131,ted.europa.eu/udl?uri=TED:NOTICE:380131-2018:TEXT:EN:HTML,Gerencia del Área de Salud de Mérida,Mérida,06800,3,Health,U,30199000.0,342920.82,,ES431
8280,499436,2018380537,ted.europa.eu/udl?uri=TED:NOTICE:380537-2018:TEXT:EN:HTML,INSS — Dirección Provincial de Alicante,Alicante,03003,1,General public\services,S,50000000.0,805785.1,,ES521
8283,499577,2018380597,ted.europa.eu/udl?uri=TED:NOTICE:380597-2018:TEXT:EN:HTML,"Ayuntamiento de Bilbao, Dirección de Contratación",Bilbao,48001,3,General public\services,S,45213315.0,32773843.1,,ES213
8284,499587,2018380606,ted.europa.eu/udl?uri=TED:NOTICE:380606-2018:TEXT:EN:HTML,"Fundació Hospital Universitari, Institut de Recerca Vall d&apos;Hebron",Barcelona,08035,6,Other,S,72500000.0,480000.0,,ES511
8285,499588,2018380607,ted.europa.eu/udl?uri=TED:NOTICE:380607-2018:TEXT:EN:HTML,"Eusko Jaurlaritza — Gobierno Vasco, Dirección de Patrimonio y Contratación",Vitoria-Gasteiz,01010,3,Other,S,72500000.0,15702479.21,,ES211
8286,499593,2018380609,ted.europa.eu/udl?uri=TED:NOTICE:380609-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Granada,Granada,18071,3,General public\services,S,50850000.0,428720.39,,ES614
8287,499596,2018380612,ted.europa.eu/udl?uri=TED:NOTICE:380612-2018:TEXT:EN:HTML,"Barcelona d&apos;Infraestructures Municipals, S. A.",Barcelona,08018,3,Other,S,71244000.0,326404.04,,ES511
8288,499599,2018380615,ted.europa.eu/udl?uri=TED:NOTICE:380615-2018:TEXT:EN:HTML,"Barcelona d&apos;Infraestructures Municipals, S. A.",Barcelona,08018,3,Other,S,71240000.0,326404.04,,ES511
8289,499621,2018380628,ted.europa.eu/udl?uri=TED:NOTICE:380628-2018:TEXT:EN:HTML,Área de Gobierno de Desarrollo Urbano Sostenible,Madrid,28042,3,General public\services,S,50610000.0,250871.79,,ES300
8290,499634,2018380634,ted.europa.eu/udl?uri=TED:NOTICE:380634-2018:TEXT:EN:HTML,"Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social número 10",Barcelona,08022,8,General public\services,S,60112000.0,779924.8,,ES511
8292,499637,2018380636,ted.europa.eu/udl?uri=TED:NOTICE:380636-2018:TEXT:EN:HTML,Intendente de Rota,Rota (Cádiz),11530,1,Defence,S,60100000.0,1227272.72,11.97,ES612
8293,499638,2018380637,ted.europa.eu/udl?uri=TED:NOTICE:380637-2018:TEXT:EN:HTML,Ayuntamiento de Miengo,Miengo,39310,R,Other,S,90511300.0,818181.82,,ES130
8294,499639,2018380638,ted.europa.eu/udl?uri=TED:NOTICE:380638-2018:TEXT:EN:HTML,División Económica y Técnica (Cuerpo Nacional de Policía),Madrid,28043,1,Public Order and Safety,S,72267100.0,800000.0,,ES300
8298,499716,2018380683,ted.europa.eu/udl?uri=TED:NOTICE:380683-2018:TEXT:EN:HTML,Ayuntamiento de Santurtzi,Santurtzi,48980,3,General public\services,S,66515000.0,1124000.0,,ES213
8299,499723,2018380686,ted.europa.eu/udl?uri=TED:NOTICE:380686-2018:TEXT:EN:HTML,"Diputación Foral de Bizkaia, Desarrollo Económico y Territorial",Bilbao,48008,R,General public\services,S,71317210.0,367851.67,,ES213
8300,499724,2018380687,ted.europa.eu/udl?uri=TED:NOTICE:380687-2018:TEXT:EN:HTML,Jefatura de Intendencia de Asuntos Económicos Sur,Sevilla,41013,1,Defence,S,71356200.0,615900.0,,ES618
8301,499740,2018380698,ted.europa.eu/udl?uri=TED:NOTICE:380698-2018:TEXT:EN:HTML,"Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social n.º 10",Barcelona,08022,8,General public\services,S,60112000.0,462346.66,,ES511
8302,499744,2018380701,ted.europa.eu/udl?uri=TED:NOTICE:380701-2018:TEXT:EN:HTML,ETS — Euskal Trenbide Sarea,Bilbao,48001,8,Other,S,42961100.0,440652.68,,ES213
8303,499749,2018380706,ted.europa.eu/udl?uri=TED:NOTICE:380706-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Almería,Almería,04003,3,General public\services,S,64210000.0,585220.0,,ES611
8304,499774,2018380713,ted.europa.eu/udl?uri=TED:NOTICE:380713-2018:TEXT:EN:HTML,Rectorado de la Universidad Nacional de Educación a Distancia,Madrid,28015,8,Education,S,50300000.0,1051871.4,24.01,ES300
8305,499802,2018380737,ted.europa.eu/udl?uri=TED:NOTICE:380737-2018:TEXT:EN:HTML,Subdirección General de Servicios Penitenciarios,Madrid,28014,1,Public Order and Safety,S,50700000.0,1546257.96,,ES300
8307,499877,2018380774,ted.europa.eu/udl?uri=TED:NOTICE:380774-2018:TEXT:EN:HTML,Agencia Catalana de Turismo,Barcelona,08008,8,Other,S,79413000.0,438173.56,11.97,ES511
8309,500026,2018381260,ted.europa.eu/udl?uri=TED:NOTICE:381260-2018:TEXT:EN:HTML,Instituto Social de las Fuerzas Armadas (ISFAS),Madrid,28020,1,Defence,S,55523100.0,262400.0,,ES300
8310,500030,2018381263,ted.europa.eu/udl?uri=TED:NOTICE:381263-2018:TEXT:EN:HTML,Alcaldía del Ayuntamiento de La Solana,La Solana,13240,3,General public\services,S,98000000.0,358657.52,,ES422
8311,500031,2018381264,ted.europa.eu/udl?uri=TED:NOTICE:381264-2018:TEXT:EN:HTML,"Mutua Universal Mugenat, Mutua Colaboradora con la Seguridad Social n.º 10",Barcelona,08022,8,General public\services,S,85111000.0,320000.0,,ES511
8315,500213,2018381504,ted.europa.eu/udl?uri=TED:NOTICE:381504-2018:TEXT:EN:HTML,"Osakidetza — S. V. S., ESI Donostialdea/OSI Donostialdea, Departamento de Contratación",San Sebastián-Donostia,20014,3,Health,U,33140000.0,4642260.0,24.0,ES212
8317,500227,2018381554,ted.europa.eu/udl?uri=TED:NOTICE:381554-2018:TEXT:EN:HTML,Consejería de Políticas Sociales y Familia,Madrid,28009,3,"General public\services,Social protection",S,85311200.0,7385136.6,36.0,ES300
8318,500240,2018381614,ted.europa.eu/udl?uri=TED:NOTICE:381614-2018:TEXT:EN:HTML,"Empresa Metropolitana de Abastecimiento y Saneamiento de Aguas de Sevilla, S. A. (EMASESA)",Sevilla,41003,4,Water,U,39180000.0,1100000.0,4.0,ES618
8319,500428,2018381809,ted.europa.eu/udl?uri=TED:NOTICE:381809-2018:TEXT:EN:HTML,Ayuntamiento de Torreblanca,Torreblanca,12596,3,General public\services,W,45211360.0,58500021.37,,ES522
8321,500802,2018382065,ted.europa.eu/udl?uri=TED:NOTICE:382065-2018:TEXT:EN:HTML,Hospital Universitario de Getafe,Getafe,28905,R,Health,U,33696500.0,2729198.29,,ES300
8323,500847,2018382078,ted.europa.eu/udl?uri=TED:NOTICE:382078-2018:TEXT:EN:HTML,"Valenciana d&apos;Aprofitament Energètic de Residus, S. A. (VAERSA)",Valencia,46015,8,General public\services,U,18000000.0,207983.47,,ES523
8324,500971,2018382122,ted.europa.eu/udl?uri=TED:NOTICE:382122-2018:TEXT:EN:HTML,Servicio Madrileño de Salud,Madrid,28020,R,Health,U,48000000.0,2438770.08,,ES300
8327,501143,2018382149,ted.europa.eu/udl?uri=TED:NOTICE:382149-2018:TEXT:EN:HTML,Institut Català de la Salut,Barcelona,08007,6,Health,U,33184500.0,1955890.83,,ES511
8328,501167,2018382156,ted.europa.eu/udl?uri=TED:NOTICE:382156-2018:TEXT:EN:HTML,Institut Català de la Salut,Barcelona,08007,6,Health,U,33141113.0,749292.6,,ES511
8330,501665,2018382652,ted.europa.eu/udl?uri=TED:NOTICE:382652-2018:TEXT:EN:HTML,"Consejero delegado de Ingeniería de Sistemas para la Defensa de España, S. A., S. M. E. y M. P.",Madrid,28040,8,Defence,S,50313200.0,700000.0,,ES300
8331,501715,2018382670,ted.europa.eu/udl?uri=TED:NOTICE:382670-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Benidorm,Benidorm,03501,3,General public\services,S,66516000.0,542000.0,,ES521
8332,501729,2018382680,ted.europa.eu/udl?uri=TED:NOTICE:382680-2018:TEXT:EN:HTML,Delegación del Gobierno de la Junta de Andalucía en Sevilla,Sevilla,41071,1,General public\services,S,98370000.0,235563.5,,ES618
8333,501805,2018382722,ted.europa.eu/udl?uri=TED:NOTICE:382722-2018:TEXT:EN:HTML,Ayuntamiento de la Villa de Adeje,Adeje,38670,3,General public\services,S,50118110.0,2691490.84,,ES709
8334,501885,2018382756,ted.europa.eu/udl?uri=TED:NOTICE:382756-2018:TEXT:EN:HTML,"Área de Gobierno de Equidad, Derechos Sociales y Empleo",Madrid,28045,3,Social protection,S,90911200.0,1442036.8,,ES300
8335,501996,2018382784,ted.europa.eu/udl?uri=TED:NOTICE:382784-2018:TEXT:EN:HTML,"Área de Gobierno de Equidad, Derechos Sociales y Empleo",Madrid,28045,3,Social protection,S,79000000.0,581341.92,,ES300
8336,502023,2018382798,ted.europa.eu/udl?uri=TED:NOTICE:382798-2018:TEXT:EN:HTML,Gerencia de Fraternidad Muprespa — Mútua Colaboradora con la Seguridad Social nº 275,Madrid,28014,8,Health,S,33199000.0,616800.0,,ES300
8337,502041,2018382811,ted.europa.eu/udl?uri=TED:NOTICE:382811-2018:TEXT:EN:HTML,Dirección General de Tráfico,Madrid,28071,1,Public Order and Safety,S,66512000.0,440000.0,,ES300
8338,502172,2018383340,ted.europa.eu/udl?uri=TED:NOTICE:383340-2018:TEXT:EN:HTML,Secretaría General de la Consejería de Bienestar Social de la Junta de Comunidades de Castilla-La Mancha,Toledo,45071,3,General public\services,S,85312510.0,3569289.49,,ES425
8339,502181,2018383342,ted.europa.eu/udl?uri=TED:NOTICE:383342-2018:TEXT:EN:HTML,Secretaría General de la Consejería de Bienestar Social de la Junta de Comunidades de Castilla-La Mancha,Toledo,45071,3,General public\services,S,85311300.0,13688640.0,,ES425
8340,502274,2018383460,ted.europa.eu/udl?uri=TED:NOTICE:383460-2018:TEXT:EN:HTML,"Renfe Viajeros Sociedad Mercantil Estatal, S. A., Gerencia de Área de Control de Gestión y Compras",Madrid,28007,4,Railway services,S,50316000.0,640490.88,,ES300
8341,502314,2018383572,ted.europa.eu/udl?uri=TED:NOTICE:383572-2018:TEXT:EN:HTML,"Servicio Madrileño de Salud, Hospital Universitario 12 de Octubre",Madrid,28041,6,Health,U,33600000.0,2289609.21,12.0,ES300
8342,502328,2018383642,ted.europa.eu/udl?uri=TED:NOTICE:383642-2018:TEXT:EN:HTML,Ajuntament de Viladecans,Viladecans,08840,3,"Education,Environment,General public\services,Recreation, culture and religion,Social protection",S,66516000.0,312000.0,24.01,ES511
8344,502335,2018383649,ted.europa.eu/udl?uri=TED:NOTICE:383649-2018:TEXT:EN:HTML,"Barcelona de Serveis Municipals, S. A.",Barcelona,08015,8,"General public\services,Other",S,71000000.0,343200.0,12.0,ES511
8345,505278,2018384330,ted.europa.eu/udl?uri=TED:NOTICE:384330-2018:TEXT:EN:HTML,Complejo Asistencial Universitario León,León,24070,3,General public\services,U,15500000.0,117996.9,,ES413
8346,505767,2018384375,ted.europa.eu/udl?uri=TED:NOTICE:384375-2018:TEXT:EN:HTML,Junta de Contratación del Ministerio de Justicia,Madrid,28015,1,General public\services,U,9123000.0,1268197.88,,ES300
8347,505770,2018384377,ted.europa.eu/udl?uri=TED:NOTICE:384377-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Almería,Almería,04003,3,General public\services,U,22113000.0,374000.0,,ES611
8348,506007,2018384828,ted.europa.eu/udl?uri=TED:NOTICE:384828-2018:TEXT:EN:HTML,"TGSS, Dirección Provincial de Huesca",Huesca,22004,1,General public\services,S,90919200.0,413728.0,,ES241
8349,507741,2018385078,ted.europa.eu/udl?uri=TED:NOTICE:385078-2018:TEXT:EN:HTML,"Subdirección General de Territorios de Asepeyo, Mutua Colaboradora con la Seguridad Social número 151",Barcelona,08006,8,Health,S,48900000.0,787000.0,,ES511
8350,507746,2018385083,ted.europa.eu/udl?uri=TED:NOTICE:385083-2018:TEXT:EN:HTML,"Compañía para la Gestión de Residuos Sólidos en Asturias, S. A. U.",Oviedo,33007,8,Environment,S,90511200.0,351000.0,,ES120
8352,507835,2018385110,ted.europa.eu/udl?uri=TED:NOTICE:385110-2018:TEXT:EN:HTML,Gobierno de Zaragoza,Zaragoza,50071,3,General public\services,S,77311000.0,68000006.32,,ES243
8353,507841,2018385115,ted.europa.eu/udl?uri=TED:NOTICE:385115-2018:TEXT:EN:HTML,Dirección General del Instituto Nacional de las Artes Escénicas y de la Música,Madrid,28004,1,Education,S,79342320.0,2306154.0,,ES300
8354,507843,2018385117,ted.europa.eu/udl?uri=TED:NOTICE:385117-2018:TEXT:EN:HTML,Jefatura de Intendencia de Asuntos Económicos Centro,Madrid,28014,1,Defence,S,50720000.0,782500.03,,ES300
8356,507891,2018385587,ted.europa.eu/udl?uri=TED:NOTICE:385587-2018:TEXT:EN:HTML,Servicio Aragonés de Salud (Salud),Zaragoza,50017,3,Health,S,85121200.0,1554575.0,,ES243
8357,507892,2018385589,ted.europa.eu/udl?uri=TED:NOTICE:385589-2018:TEXT:EN:HTML,Distrito de Carabanchel,Madrid,28025,3,General public\services,S,92600000.0,6775137.31,18.98,ES300
8358,508078,2018385855,ted.europa.eu/udl?uri=TED:NOTICE:385855-2018:TEXT:EN:HTML,Pleno del Ayuntamiento de Loja,Loja,18300,3,General public\services,S,90610000.0,,,ES614
8359,508084,2018385867,ted.europa.eu/udl?uri=TED:NOTICE:385867-2018:TEXT:EN:HTML,Ayuntamiento de Meco,Meco,28880,3,General public\services,W,50111100.0,19826220.0,9.87,ES300
8360,508102,2018385896,ted.europa.eu/udl?uri=TED:NOTICE:385896-2018:TEXT:EN:HTML,Excelentísimo Ayuntamiento de Motril,Motril,18600,3,General public\services,U,44000000.0,432479.34,12.0,ES614
8364,508120,2018385950,ted.europa.eu/udl?uri=TED:NOTICE:385950-2018:TEXT:EN:HTML,Consell Comarcal de La Garrotxa,Olot,17800,R,General public\services,S,90530000.0,4987914.57,12.0,ES512
8366,508382,2018386368,ted.europa.eu/udl?uri=TED:NOTICE:386368-2018:TEXT:EN:HTML,Jefatura de la Sección de Asuntos Económicos de la Unidad Militar de Emergencias,Torrejón de Ardoz (Madrid),28850,1,Defence,U,37411100.0,227060.0,2.96,ES300
8367,508383,2018386369,ted.europa.eu/udl?uri=TED:NOTICE:386369-2018:TEXT:EN:HTML,Servicio Andaluz de Salud — Hospital Universitario Virgen de Las Nieves,Granada,18014,3,Health,U,33184100.0,9035913.89,,ES614
8368,508390,2018386373,ted.europa.eu/udl?uri=TED:NOTICE:386373-2018:TEXT:EN:HTML,Servicio Andaluz de Salud — Hospital Universitario Virgen de Las Nieves,Granada,18014,3,Health,U,33140000.0,6530068.96,,ES614
8369,508679,2018386451,ted.europa.eu/udl?uri=TED:NOTICE:386451-2018:TEXT:EN:HTML,Gerencia Sector Sanitario de Zaragoza 3,Zaragoza,50009,3,Health,U,39800000.0,332047.52,,ES243
8371,509083,2018386860,ted.europa.eu/udl?uri=TED:NOTICE:386860-2018:TEXT:EN:HTML,Junta de Andalucía — Consejería de Cultura — Secretaría General Técnica,Sevilla,41004,3,"Recreation, culture and religion",S,79810000.0,424920.0,,ES618
8372,509086,2018386862,ted.europa.eu/udl?uri=TED:NOTICE:386862-2018:TEXT:EN:HTML,Ayuntamiento de Avilés,Avilés,33402,3,General public\services,S,85311000.0,2239995.8,,ES120
8373,509088,2018386864,ted.europa.eu/udl?uri=TED:NOTICE:386864-2018:TEXT:EN:HTML,"Delegación del Área de Economía, Hacienda, Compras y Patrimonio de la Diputación Provincial de Badajoz",Badajoz,06071,3,General public\services,S,79340000.0,247933.88,,ES431
8374,509791,2018387488,ted.europa.eu/udl?uri=TED:NOTICE:387488-2018:TEXT:EN:HTML,Junta de Gobierno del Ayuntamiento de Málaga,Málaga,29016,3,General public\services,S,79710000.0,477747.03,,ES617
8375,509793,2018387490,ted.europa.eu/udl?uri=TED:NOTICE:387490-2018:TEXT:EN:HTML,Junta Rectora de la Fundación Municipal de Servicios Sociales del Ayuntamiento de Gijón,Gijón,33206,3,Social protection,S,85310000.0,2385936.24,,ES120
8380,509883,2018387704,ted.europa.eu/udl?uri=TED:NOTICE:387704-2018:TEXT:EN:HTML,Servicio Madrileño de Salud — Hospital Universitario 12 de Octubre,Madrid,28041,6,Health,U,33190000.0,1097617.84,2.0,ES300
8383,509886,2018387707,ted.europa.eu/udl?uri=TED:NOTICE:387707-2018:TEXT:EN:HTML,"Delegación Territorial Igualdad, Salud y Politicas Sociales de Cádiz",Cádiz,11009,3,"General public\services,Social protection",U,15300000.0,621321.0,12.0,ES612
8386,509904,2018387752,ted.europa.eu/udl?uri=TED:NOTICE:387752-2018:TEXT:EN:HTML,Ajuntament de Moià,Moià,08180,3,General public\services,S,71242000.0,380000.0,36.0,ES511
8387,509905,2018387753,ted.europa.eu/udl?uri=TED:NOTICE:387753-2018:TEXT:EN:HTML,Instituto Insular de Deportes de Gran Canaria,Las Palmas de Gran Canaria,35019,3,Other,S,90910000.0,4861456.88,24.0,ES705
8388,509908,2018387756,ted.europa.eu/udl?uri=TED:NOTICE:387756-2018:TEXT:EN:HTML,Ayuntamiento de Almuñécar (Granada),Almuñécar (Granada),18690,3,General public\services,S,30120000.0,225056.4,48.0,ES614
8389,509909,2018387757,ted.europa.eu/udl?uri=TED:NOTICE:387757-2018:TEXT:EN:HTML,"Barcelona de Serveis Municipals, S. A.",Barcelona,08015,8,"General public\services,Other",S,72212200.0,458240.0,24.0,ES511
8391,510729,2018388275,ted.europa.eu/udl?uri=TED:NOTICE:388275-2018:TEXT:EN:HTML,Ayuntamiento de Errenteria,Errenteria (Gipuzkoa),20100,3,General public\services,U,31000000.0,287802.61,,ES212
8392,510732,2018388276,ted.europa.eu/udl?uri=TED:NOTICE:388276-2018:TEXT:EN:HTML,Ayuntamiento de Errenteria,Errenteria (Gipuzkoa),20100,3,General public\services,U,31000000.0,598400.0,,ES212
8393,510738,2018388280,ted.europa.eu/udl?uri=TED:NOTICE:388280-2018:TEXT:EN:HTML,Gerencia del Área de Salud de Cáceres,Cáceres,10001,3,Health,U,33000000.0,1913223.13,,ES432
8394,510745,2018388283,ted.europa.eu/udl?uri=TED:NOTICE:388283-2018:TEXT:EN:HTML,Centro Nacional de Dosimetría,Valencia,46009,1,Health,U,38341200.0,576615.0,1.64,ES523
8396,510753,2018388286,ted.europa.eu/udl?uri=TED:NOTICE:388286-2018:TEXT:EN:HTML,Jefatura de Asuntos Económicos del Mando de Apoyo Logístico,Madrid,28071,1,Defence,U,34351100.0,5950413.22,,ES300
